,ZONA_O,NOME_O,CO_O_X,CO_O_Y,CO_DOM_X,CO_DOM_Y,DATA,DIASEMANA,HORA_SAIDA,ZONA_D,NOME_D,CO_D_X,CO_D_Y,HORA_CHEG,DURACAO,IDADE,SEXO,TIPVG,MODOPRIN,MODO1,MODO2,MODO3,MODO4,FE_VIA,MOTIVO_O,MOTIVO_D,CO_T1_X,CO_T1_Y,CO_T2_X,CO_T2_Y,CO_T3_X,CO_T3_Y,CO_TR1_X,CO_TR1_Y,CO_TR2_X,CO_TR2_Y,PE_BICI,VIA_BICI,TP_ESTBICI,QT_BICICLE,QT_AUTO,QT_MOTO,CRITERIOBR,RENDA_FA
60859,401,Suzano,-23.550465078781325,-46.31424971548271,-23.559841646904996,-46.29461181212987,22/03/2018,3,17:10:00,401,Suzano,-23.559841646904996,-46.29461181212987,17:25:00,900,23,1,4,15,15,0,0,0,933.133508,1,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.559841646904996,-46.29461181212987,0.0,0.0,1,2,3,2,0,0,4,948.0
60863,401,Suzano,-23.559841646904996,-46.29461181212987,-23.559841646904996,-46.29461181212987,22/03/2018,3,18:40:00,401,Suzano,-23.546305284924827,-46.30308991422656,18:50:00,600,20,2,4,15,15,0,0,0,933.133508,8,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,3,2,0,0,4,948.0
60864,401,Suzano,-23.546305284924827,-46.30308991422656,-23.559841646904996,-46.29461181212987,22/03/2018,3,21:20:00,401,Suzano,-23.559841646904996,-46.29461181212987,21:30:00,600,20,2,4,15,15,0,0,0,933.133508,10,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,3,2,0,0,4,948.0
60885,401,Suzano,-23.53283891222457,-46.318198221734946,-23.53283891222457,-46.318198221734946,13/03/2018,1,06:00:00,401,Suzano,-23.562158819537835,-46.30048344290141,06:40:00,2400,24,1,4,15,15,0,0,0,933.133508,8,1,0.0,0.0,0.0,0.0,0.0,0.0,-23.562158819537835,-46.30048344290141,0.0,0.0,7,2,3,1,0,0,4,2800.0
60886,401,Suzano,-23.562158819537835,-46.30048344290141,-23.53283891222457,-46.318198221734946,13/03/2018,1,17:00:00,401,Suzano,-23.53283891222457,-46.318198221734946,17:40:00,2400,24,1,4,15,15,0,0,0,933.133508,1,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.562158819537835,-46.30048344290141,0.0,0.0,7,2,3,1,0,0,4,2800.0
61080,401,Suzano,-23.54519377494725,-46.31283568062034,-23.54519377494725,-46.31283568062034,21/03/2018,2,06:30:00,401,Suzano,-23.54692858947227,-46.29983397297174,06:50:00,1200,28,2,4,15,15,0,0,0,195.701352,8,3,0.0,0.0,0.0,0.0,0.0,0.0,-23.54692858947227,-46.29983397297174,0.0,0.0,1,2,3,2,1,0,2,4150.0
61081,401,Suzano,-23.54692858947227,-46.29983397297174,-23.54519377494725,-46.31283568062034,21/03/2018,2,12:30:00,401,Suzano,-23.54519377494725,-46.31283568062034,12:50:00,1200,28,2,4,15,15,0,0,0,195.701352,3,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.54692858947227,-46.29983397297174,0.0,0.0,1,2,3,2,1,0,2,4150.0
61157,401,Suzano,-23.566864273476238,-46.30153891760984,-23.659428222541248,-46.30646345032703,11/05/2018,4,17:00:00,402,Guaió,-23.659428222541248,-46.30646345032703,18:30:00,5400,40,2,4,15,15,0,0,0,163.446192,3,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.659428222541248,-46.30646345032703,0.0,0.0,1,1,3,4,1,0,4,3044.22
61163,401,Suzano,-23.566864273476238,-46.30153891760984,-23.662835083928986,-46.33900941363891,12/05/2018,5,15:30:00,403,Ouro Fino,-23.63504568793138,-46.3286202023677,15:55:00,1500,28,2,4,15,15,0,0,0,801.088128,3,4,0.0,0.0,0.0,0.0,0.0,0.0,-23.566864273476238,-46.30153891760984,0.0,0.0,2,1,3,1,2,0,4,2452.84
61222,401,Suzano,-23.53902646234372,-46.30950277265927,-23.693477951358584,-46.333692632096046,26/05/2018,5,21:00:00,442,Ouro Fino Paulista,-23.693477951358584,-46.333692632096046,22:15:00,4500,48,1,4,15,15,0,0,0,235.738621,7,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.693477951358584,-46.333692632096046,0.0,0.0,1,2,3,1,0,0,6,300.0
61395,46,Água Rasa,-23.580654192193517,-46.56405062688877,-23.54436298685085,-46.52378405381778,10/05/2018,3,15:30:00,214,Frei Mont'Alverne,-23.54436298685085,-46.52378405381778,16:00:00,1800,28,1,4,15,15,0,0,0,434.11258,1,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.580654192193517,-46.56405062688877,0.0,0.0,2,2,3,1,0,0,4,2700.0
61454,41,Belenzinho,-23.54017757833064,-46.59272061901251,-23.547498251400526,-46.61924604042379,14/05/2018,0,18:30:00,16,Brás,-23.547498251400526,-46.61924604042379,19:10:00,2400,40,1,4,15,15,0,0,0,98.380899,2,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.54017757833064,-46.59272061901251,0.0,0.0,2,1,3,1,1,0,3,3987.82
61746,41,Belenzinho,-23.537459546921685,-46.59535198303305,-23.537459546921685,-46.59535198303305,21/08/2018,1,13:40:00,15,Bresser,-23.54367413134837,-46.610089960262165,14:00:00,1200,15,1,4,15,15,0,0,0,44.474086,8,3,0.0,0.0,0.0,0.0,0.0,0.0,-23.54367413134837,-46.610089960262165,0.0,0.0,1,1,3,1,1,0,4,5760.0
61747,41,Belenzinho,-23.537459546921685,-46.59535198303305,-23.537459546921685,-46.59535198303305,21/08/2018,1,07:30:00,15,Bresser,-23.54367413134837,-46.610089960262165,07:50:00,1200,14,1,4,15,15,0,0,0,54.977929,8,3,0.0,0.0,0.0,0.0,0.0,0.0,-23.54367413134837,-46.610089960262165,0.0,0.0,1,1,3,1,1,0,4,5760.0
61939,132,Parque Anhembi,-23.51526719266488,-46.64182528821016,-23.54652979981377,-46.689072248368795,2/11/2017,3,18:30:00,87,Sumaré,-23.54652979981377,-46.689072248368795,19:15:00,2700,34,1,4,15,15,0,0,0,48.563755,3,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.51526719266488,-46.64182528821016,0.0,0.0,1,1,3,5,1,0,1,8000.0
61959,132,Parque Anhembi,-23.51443223740615,-46.63019106600435,-23.50969000050165,-46.618195828275105,21/04/2018,5,14:36:00,130,Zaki Narchi,-23.50969000050165,-46.618195828275105,14:43:00,420,26,1,4,15,15,0,0,0,43.674131,3,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.51443223740615,-46.63019106600435,0.0,0.0,1,1,3,3,0,1,4,2452.84
62060,162,Vila Maria,-23.509879764314583,-46.59454949184735,-23.51889884622436,-46.571693192528556,21/10/2017,5,18:00:00,161,Parque Novo Mundo,-23.51889884622436,-46.571693192528556,18:20:00,1200,15,1,4,15,15,0,0,0,266.568826,3,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.509879764314583,-46.59454949184735,0.0,0.0,1,2,3,1,0,0,6,900.0
62063,162,Vila Maria,-23.522619149512785,-46.593038071474496,-23.521535915334987,-46.57970610084297,20/04/2018,4,18:00:00,161,Parque Novo Mundo,-23.521535915334987,-46.57970610084297,18:10:00,600,17,1,4,15,15,0,0,0,582.7121,3,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.522619149512785,-46.593038071474496,0.0,0.0,1,1,3,1,1,0,5,1450.0
62161,162,Vila Maria,-23.508282572380644,-46.59443233684155,-23.508282572380644,-46.59443233684155,9/05/2018,2,06:50:00,42,Celso Garcia,-23.534220208638,-46.61000423759527,07:20:00,1800,30,1,4,15,15,0,0,0,342.324366,8,1,0.0,0.0,0.0,0.0,0.0,0.0,-23.534220208638,-46.61000423759527,0.0,0.0,7,1,3,1,0,0,5,1300.0
62601,135,Jardim São Paulo,-23.487839942014862,-46.60913688711421,-23.507288043153366,-46.59631026718694,8/08/2018,2,07:30:00,163,Vila Isolina Mazzei,-23.51285327582124,-46.602223567436255,07:50:00,1200,23,1,4,15,15,0,0,0,1270.9385029999999,7,3,0.0,0.0,0.0,0.0,0.0,0.0,-23.51285327582124,-46.602223567436255,0.0,0.0,1,1,3,4,2,0,1,8964.25
63115,94,Água Branca,-23.530183466685674,-46.672517850931996,-23.53385589055635,-46.70687231855769,22/02/2018,3,16:40:00,102,Alto da Lapa,-23.53385589055635,-46.70687231855769,17:10:00,1800,28,2,4,15,15,0,0,0,212.83890499999998,3,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.530183466685674,-46.672517850931996,0.0,0.0,7,1,3,1,1,0,1,10540.71
63556,476,Barueri,-23.509912688953072,-46.88421523487956,-23.520876037820575,-46.89820767953851,25/04/2018,2,11:30:00,482,Jardim Belval,-23.520876037820575,-46.89820767953851,12:00:00,1800,36,1,4,15,15,0,0,0,223.539579,9,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,3,0,0,0,5,0.0
63708,250,Jardim da Saúde,-23.618391909073768,-46.61869513885098,-23.601628871459543,-46.62846480180086,27/03/2018,1,18:30:00,58,Bosque da Saúde,-23.601628871459543,-46.62846480180086,18:50:00,1200,46,1,4,15,15,0,0,0,145.017124,2,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.618391909073768,-46.61869513885098,0.0,0.0,7,2,3,6,2,0,1,11742.85
64036,92,Barra Funda,-23.522379940233723,-46.666758790400195,-23.522379940233723,-46.666758790400195,1/12/2017,4,07:00:00,93,Francisco Matarazzo,-23.53223184458244,-46.66844992230042,07:15:00,900,18,1,4,15,15,0,0,0,6.339179,8,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,7,1,1,0,3,4209.08
64348,421,São Caetano do Sul,-23.606593803666343,-46.54832587907121,-23.606593803666343,-46.54832587907121,15/03/2018,3,06:30:00,421,São Caetano do Sul,-23.607242302120845,-46.56560072603975,06:45:00,900,49,1,4,15,15,0,0,0,160.393929,8,2,0.0,0.0,0.0,0.0,0.0,0.0,-23.607242302120845,-46.56560072603975,0.0,0.0,1,2,1,1,1,0,3,4209.08
64349,421,São Caetano do Sul,-23.607242302120845,-46.56560072603975,-23.606593803666343,-46.54832587907121,15/03/2018,3,15:48:00,421,São Caetano do Sul,-23.606593803666343,-46.54832587907121,16:05:00,1020,49,1,4,15,15,0,0,0,160.393929,2,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.607242302120845,-46.56560072603975,0.0,0.0,1,2,3,1,1,0,3,4209.08
64869,449,São Bernardo do Campo,-23.709079520133034,-46.54568861711279,-23.709079520133034,-46.54568861711279,18/08/2018,5,06:30:00,449,São Bernardo do Campo,-23.69669381189293,-46.55340752046777,06:40:00,600,46,1,4,15,15,0,0,0,274.621675,8,3,0.0,0.0,0.0,0.0,0.0,0.0,-23.69669381189293,-46.55340752046777,0.0,0.0,1,1,1,1,1,0,3,6500.0
64870,449,São Bernardo do Campo,-23.69669381189293,-46.55340752046777,-23.709079520133034,-46.54568861711279,18/08/2018,5,17:15:00,449,São Bernardo do Campo,-23.709079520133034,-46.54568861711279,17:25:00,600,46,1,4,15,15,0,0,0,274.621675,3,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.69669381189293,-46.55340752046777,0.0,0.0,1,1,3,1,1,0,3,6500.0
65124,255,Vila Zelina,-23.591648502781606,-46.58589459642601,-23.5858283934932,-46.58987124730113,7/04/2018,5,16:00:00,253,Tamanduateí,-23.5858283934932,-46.58987124730113,16:13:00,780,36,1,4,15,15,0,0,0,34.457347999999996,1,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.591648502781606,-46.58589459642601,0.0,0.0,1,2,3,1,1,0,4,1400.0
65252,255,Vila Zelina,-23.592840683413186,-46.58145055240791,-23.592840683413186,-46.58145055240791,24/04/2018,1,07:10:00,45,Parque da Mooca,-23.567786400018857,-46.59684476093752,07:40:00,1800,52,1,4,15,15,0,0,0,1100.141624,8,3,0.0,0.0,0.0,0.0,0.0,0.0,-23.567786400018857,-46.59684476093752,0.0,0.0,5,2,3,1,1,0,4,6500.0
65257,255,Vila Zelina,-23.593670328073525,-46.57445442014534,-23.593670328073525,-46.57445442014534,24/03/2018,5,06:35:00,255,Vila Zelina,-23.60256864890187,-46.5651924412806,06:45:00,600,14,1,4,15,15,0,0,0,1023.4996789999999,8,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,3,1,1,0,3,1800.0
65258,255,Vila Zelina,-23.60256864890187,-46.5651924412806,-23.593670328073525,-46.57445442014534,24/03/2018,5,12:05:00,255,Vila Zelina,-23.593670328073525,-46.57445442014534,12:19:00,840,14,1,4,15,15,0,0,0,1023.4996789999999,4,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,3,1,1,0,3,1800.0
65336,255,Vila Zelina,-23.610782882155164,-46.556558147487074,-23.60381719149362,-46.522275320989436,17/06/2018,6,18:00:00,260,Parque Santa Madalena,-23.60381719149362,-46.522275320989436,18:20:00,1200,58,1,4,15,15,0,0,0,325.938186,3,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.610782882155164,-46.556558147487074,0.0,0.0,1,2,3,1,3,0,2,7623.57
65991,85,Cardoso de Almeida,-23.540136402242,-46.66647322546463,-23.540136402242,-46.66647322546463,28/08/2018,1,16:00:00,85,Cardoso de Almeida,-23.53429880927183,-46.664323333695904,16:20:00,1200,46,2,4,15,15,0,0,0,34.357512,8,10,0.0,0.0,0.0,0.0,0.0,0.0,-23.540136402242,-46.66647322546463,0.0,0.0,1,2,4,2,1,0,2,5000.0
65992,85,Cardoso de Almeida,-23.53429880927183,-46.664323333695904,-23.540136402242,-46.66647322546463,28/08/2018,1,16:30:00,85,Cardoso de Almeida,-23.540136402242,-46.66647322546463,16:50:00,1200,46,2,4,15,15,0,0,0,34.357512,10,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.540136402242,-46.66647322546463,0.0,0.0,1,2,3,2,1,0,2,5000.0
66273,107,Vila Leopoldina,-23.528768565115946,-46.73655906226653,-23.523198110276393,-46.72509673228424,18/08/2018,5,12:00:00,104,Bela Aliança,-23.523198110276393,-46.72509673228424,12:20:00,1200,17,1,4,15,15,0,0,0,38.724594,4,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,3,4,3,0,1,23694.54
66274,107,Vila Leopoldina,-23.528768565115946,-46.73655906226653,-23.523198110276393,-46.72509673228424,18/08/2018,5,16:30:00,104,Bela Aliança,-23.523198110276393,-46.72509673228424,16:50:00,1200,17,1,4,15,15,0,0,0,38.724594,4,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,3,4,3,0,1,23694.54
66451,107,Vila Leopoldina,-23.527670482197998,-46.739472837586405,-23.582514283551678,-46.76465884617556,25/06/2018,0,14:35:00,335,Jardim Ester Yolanda,-23.582514283551678,-46.76465884617556,15:00:00,1500,47,1,4,15,15,0,0,0,96.707788,2,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.527670482197998,-46.739472837586405,0.0,0.0,1,1,3,0,0,1,3,3987.82
67028,137,Parque Peruche,-23.4917833890709,-46.65594647403374,-23.49548650372279,-46.68368205466936,30/06/2018,5,14:40:00,137,Parque Peruche,-23.495231954867343,-46.66112991847965,14:45:00,300,32,1,4,15,15,0,0,0,150.49383899999998,10,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,3,1,0,0,4,0.0
67029,137,Parque Peruche,-23.495231954867343,-46.66112991847965,-23.49548650372279,-46.68368205466936,30/06/2018,5,15:00:00,139,Jardim Primavera,-23.49548650372279,-46.68368205466936,15:15:00,900,32,1,4,15,15,0,0,0,150.49383899999998,7,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,3,1,0,0,4,0.0
67118,208,Vila Califórnia,-23.53959163881234,-46.55513125855377,-23.49351991093678,-46.4046808844456,7/10/2017,5,17:00:00,200,Jardim Romano,-23.49351991093678,-46.4046808844456,17:30:00,1800,67,1,4,15,15,0,0,0,92.80986700000001,1,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.53959163881234,-46.55513125855377,0.0,0.0,4,2,3,1,0,0,5,1580.0
67177,208,Vila Califórnia,-23.547555453498777,-46.54709477682079,-23.547555453498777,-46.54709477682079,7/05/2018,0,14:40:00,167,Tatuapé,-23.548954144345995,-46.57597832142047,15:00:00,1200,28,1,4,15,15,0,0,0,659.6722589999999,8,3,0.0,0.0,0.0,0.0,0.0,0.0,-23.548954144345995,-46.57597832142047,0.0,0.0,1,2,4,1,0,0,5,2201.73
67504,86,Zequinha de Abreu,-23.547278523214302,-46.6732728066288,-23.547278523214302,-46.6732728066288,21/04/2018,5,18:01:00,84,PUC,-23.535081428429102,-46.67386280400413,18:10:00,540,35,1,4,15,15,0,0,0,25.790737,8,1,0.0,0.0,0.0,0.0,0.0,0.0,-23.547278523214302,-46.6732728066288,0.0,0.0,1,1,5,2,0,0,5,1774.01
67635,86,Zequinha de Abreu,-23.545887735830917,-46.675801861034564,-23.540746506515625,-46.69607971319693,28/03/2018,2,19:00:00,89,Vila Anglo Brasileira,-23.540746506515625,-46.69607971319693,19:20:00,1200,39,1,4,15,15,0,0,0,146.516745,3,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.545887735830917,-46.675801861034564,0.0,0.0,2,1,3,1,0,0,4,3900.0
68154,366,Ponte Grande,-23.478964715127763,-46.530971637621214,-23.45835350918105,-46.45874591480146,21/06/2018,3,17:00:00,378,Pimentas,-23.45835350918105,-46.45874591480146,18:10:00,4200,50,1,4,15,15,0,0,0,390.489116,1,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.478964715127763,-46.530971637621214,0.0,0.0,4,2,3,1,1,0,3,3391.41
68358,367,Gopouva,-23.4777956440154,-46.53781132519435,-23.424157317620864,-46.49461963857326,27/10/2017,4,16:00:00,373,Taboão,-23.424157317620864,-46.49461963857326,16:10:00,600,15,1,4,15,15,0,0,0,900.950372,7,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,3,2,1,0,5,2000.0
68934,138,Limão,-23.507435651431987,-46.67342505771854,-23.507435651431987,-46.67342505771854,1/09/2018,5,18:45:00,91,Santa Marina,-23.515335926283743,-46.68941822665155,19:00:00,900,38,1,4,15,15,0,0,0,35.214228000000006,8,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1,3,2,1,1,3,3000.0
69067,91,Santa Marina,-23.51227193786623,-46.68967289741968,-23.51227193786623,-46.68967289741968,3/10/2017,1,05:00:00,93,Francisco Matarazzo,-23.52633171284489,-46.667925016784416,05:20:00,1200,35,1,4,15,15,0,0,0,41.293237,8,3,0.0,0.0,0.0,0.0,0.0,0.0,-23.52633171284489,-46.667925016784416,0.0,0.0,1,2,3,1,0,0,6,900.0
69233,91,Santa Marina,-23.515335926283743,-46.68941822665155,-23.507435651431987,-46.67342505771854,1/09/2018,5,22:00:00,138,Limão,-23.507435651431987,-46.67342505771854,22:15:00,900,38,1,4,15,15,0,0,0,35.214228000000006,4,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1,3,2,1,1,3,3000.0
69325,128,Carandiru,-23.506797484650303,-46.62453515873533,-23.55420921574388,-46.65852038932801,5/10/2018,4,12:00:00,33,Pacaembu,-23.549284495524528,-46.66305250778631,12:50:00,3000,33,2,4,15,15,0,0,0,31.030915000000004,4,3,0.0,0.0,0.0,0.0,0.0,0.0,-23.549284495524528,-46.66305250778631,0.0,0.0,7,2,3,1,0,0,3,4949.29
69621,214,Frei Mont'Alverne,-23.54436298685085,-46.52378405381778,-23.54436298685085,-46.52378405381778,10/05/2018,3,05:30:00,46,Água Rasa,-23.580654192193517,-46.56405062688877,05:50:00,1200,28,1,4,15,15,0,0,0,434.11258,8,1,0.0,0.0,0.0,0.0,0.0,0.0,-23.580654192193517,-46.56405062688877,0.0,0.0,2,2,3,1,0,0,4,2700.0
69833,287,Parque Interlagos,-23.677596290016023,-46.71171525404726,-23.677596290016023,-46.71171525404726,27/03/2018,1,19:30:00,286,Vila Socorro,-23.67035384421105,-46.710120889836745,19:40:00,600,21,2,4,15,15,0,0,0,378.794549,8,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,3,1,3,0,2,5819.68
69858,287,Parque Interlagos,-23.683778934609453,-46.71605119159125,-23.683778934609453,-46.71605119159125,6/06/2018,2,08:30:00,303,Vila Miranda,-23.6534861711216,-46.719890439812616,09:00:00,1800,35,2,4,15,15,0,0,0,244.53717799999998,8,3,0.0,0.0,0.0,0.0,0.0,0.0,-23.6534861711216,-46.719890439812616,0.0,0.0,7,1,3,4,2,1,3,4000.0
69859,287,Parque Interlagos,-23.683778934609453,-46.71605119159125,-23.683778934609453,-46.71605119159125,6/06/2018,2,17:30:00,289,Rio Bonito,-23.718165393458598,-46.70045577789674,18:00:00,1800,35,2,4,15,15,0,0,0,244.53717799999998,8,5,0.0,0.0,0.0,0.0,0.0,0.0,-23.6534861711216,-46.719890439812616,0.0,0.0,7,1,3,4,2,1,3,4000.0
69860,287,Parque Interlagos,-23.683778934609453,-46.71605119159125,-23.683778934609453,-46.71605119159125,6/06/2018,2,09:00:00,288,Jardim Represa,-23.714284294834965,-46.7150182955398,09:20:00,1200,42,1,4,15,15,0,0,0,244.53717799999998,8,3,0.0,0.0,0.0,0.0,0.0,0.0,-23.714284294834965,-46.7150182955398,0.0,0.0,2,1,3,4,2,1,3,4000.0
69861,287,Parque Interlagos,-23.683778934609453,-46.71605119159125,-23.683778934609453,-46.71605119159125,6/06/2018,2,17:30:00,289,Rio Bonito,-23.718165393458598,-46.70045577789674,18:00:00,1800,42,1,4,15,15,0,0,0,244.53717799999998,8,5,0.0,0.0,0.0,0.0,0.0,0.0,-23.714284294834965,-46.7150182955398,0.0,0.0,2,1,3,4,2,1,3,4000.0
69865,287,Parque Interlagos,-23.683778934609453,-46.71605119159125,-23.683778934609453,-46.71605119159125,6/06/2018,2,17:30:00,289,Rio Bonito,-23.718165393458598,-46.70045577789674,18:00:00,1800,11,1,4,15,15,0,0,0,307.233654,8,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1,3,4,2,1,3,4000.0
69892,287,Parque Interlagos,-23.68326976727662,-46.70656315281249,-23.68326976727662,-46.70656315281249,24/05/2018,3,15:00:00,287,Parque Interlagos,-23.68663226721338,-46.71443140384601,15:10:00,600,81,1,4,15,15,0,0,0,509.28774500000003,8,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2,1,1,1,0,5,2000.0
69893,287,Parque Interlagos,-23.68663226721338,-46.71443140384601,-23.68326976727662,-46.70656315281249,24/05/2018,3,15:40:00,287,Parque Interlagos,-23.68326976727662,-46.70656315281249,15:50:00,600,81,1,4,15,15,0,0,0,509.28774500000003,5,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2,3,1,1,0,5,2000.0
70265,34,FAAP,-23.541115979747467,-46.66015830596621,-23.541115979747467,-46.66015830596621,29/08/2018,2,08:00:00,62,Parque Ibirapuera,-23.59195800488293,-46.64895139036954,08:30:00,1800,44,1,4,15,15,0,0,0,55.976882999999994,8,3,0.0,0.0,0.0,0.0,0.0,0.0,-23.59195800488293,-46.64895139036954,0.0,0.0,8,1,3,4,2,0,1,29000.0
70309,34,FAAP,-23.544121166594586,-46.6628700110055,-23.544121166594586,-46.6628700110055,4/10/2018,3,08:00:00,4,Ladeira da Memória,-23.54829756340554,-46.64034484146224,08:20:00,1200,29,1,4,15,15,0,0,0,43.146208,8,3,0.0,0.0,0.0,0.0,0.0,0.0,-23.54829756340554,-46.64034484146224,0.0,0.0,7,1,3,1,1,0,3,4000.0
70316,34,FAAP,-23.54524969932156,-46.66035713744453,-23.54524969932156,-46.66035713744453,23/08/2018,3,09:00:00,100,Lapa,-23.52692080526604,-46.695305035383875,09:30:00,1800,34,1,4,15,15,0,0,0,55.976882999999994,8,3,0.0,0.0,0.0,0.0,0.0,0.0,-23.52692080526604,-46.695305035383875,0.0,0.0,5,1,3,2,0,0,1,38000.0
70977,152,Parada Inglesa,-23.48776042238364,-46.60721693256566,-23.48776042238364,-46.60721693256566,2/09/2018,6,13:30:00,163,Vila Isolina Mazzei,-23.503754321923726,-46.6044929331609,13:50:00,1200,34,1,4,15,15,0,0,0,271.691487,8,3,0.0,0.0,0.0,0.0,0.0,0.0,-23.503754321923726,-46.6044929331609,0.0,0.0,1,2,3,1,0,0,4,2900.0
71171,161,Parque Novo Mundo,-23.519430989710767,-46.57175827060166,-23.519430989710767,-46.57175827060166,22/10/2017,6,06:50:00,161,Parque Novo Mundo,-23.519714911840047,-46.56419145500469,07:00:00,600,58,1,4,15,15,0,0,0,391.789641,8,1,0.0,0.0,0.0,0.0,0.0,0.0,-23.519714911840047,-46.56419145500469,0.0,0.0,1,2,3,1,1,0,4,2884.19
71172,161,Parque Novo Mundo,-23.519714911840047,-46.56419145500469,-23.519430989710767,-46.57175827060166,22/10/2017,6,17:00:00,161,Parque Novo Mundo,-23.519430989710767,-46.57175827060166,17:10:00,600,58,1,4,15,15,0,0,0,391.789641,1,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.519714911840047,-46.56419145500469,0.0,0.0,1,2,3,1,1,0,4,2884.19
71185,161,Parque Novo Mundo,-23.51391035467238,-46.566678799367295,-23.51657289370215,-46.573986519004244,22/10/2017,6,06:40:00,161,Parque Novo Mundo,-23.51657289370215,-46.573986519004244,06:50:00,600,27,1,4,15,15,0,0,0,445.20588200000003,1,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.51391035467238,-46.566678799367295,0.0,0.0,1,2,3,1,0,0,5,2500.0
71186,161,Parque Novo Mundo,-23.51657289370215,-46.573986519004244,-23.51657289370215,-46.573986519004244,22/10/2017,6,18:50:00,161,Parque Novo Mundo,-23.51391035467238,-46.566678799367295,19:00:00,600,27,1,4,15,15,0,0,0,445.20588200000003,8,1,0.0,0.0,0.0,0.0,0.0,0.0,-23.51391035467238,-46.566678799367295,0.0,0.0,1,2,3,1,0,0,5,2500.0
71187,161,Parque Novo Mundo,-23.51651085885191,-46.56221457303699,-23.51651085885191,-46.56221457303699,17/04/2018,1,06:50:00,161,Parque Novo Mundo,-23.512665369646758,-46.57193255647022,06:55:00,300,39,1,4,15,15,0,0,0,391.789641,8,1,0.0,0.0,0.0,0.0,0.0,0.0,-23.512665369646758,-46.57193255647022,0.0,0.0,1,1,3,1,0,0,5,3200.0
71188,161,Parque Novo Mundo,-23.512665369646758,-46.57193255647022,-23.51651085885191,-46.56221457303699,17/04/2018,1,12:00:00,161,Parque Novo Mundo,-23.51651085885191,-46.56221457303699,12:05:00,300,39,1,4,15,15,0,0,0,391.789641,1,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.512665369646758,-46.57193255647022,0.0,0.0,1,1,8,1,0,0,5,3200.0
71189,161,Parque Novo Mundo,-23.51651085885191,-46.56221457303699,-23.51651085885191,-46.56221457303699,17/04/2018,1,12:40:00,161,Parque Novo Mundo,-23.512665369646758,-46.57193255647022,12:45:00,300,39,1,4,15,15,0,0,0,391.789641,8,1,0.0,0.0,0.0,0.0,0.0,0.0,-23.512665369646758,-46.57193255647022,0.0,0.0,1,1,3,1,0,0,5,3200.0
