,ZONA_O,NOME_O,CO_O_X,CO_O_Y,CO_DOM_X,CO_DOM_Y,DATA,DIASEMANA,HORA_SAIDA,ZONA_D,NOME_D,CO_D_X,CO_D_Y,HORA_CHEG,DURACAO,IDADE,SEXO,TIPVG,MODOPRIN,MODO1,MODO2,MODO3,MODO4,FE_VIA,MOTIVO_O,MOTIVO_D,CO_T1_X,CO_T1_Y,CO_T2_X,CO_T2_Y,CO_T3_X,CO_T3_Y,CO_TR1_X,CO_TR1_Y,CO_TR2_X,CO_TR2_Y,PE_BICI,VIA_BICI,TP_ESTBICI,QT_BICICLE,QT_AUTO,QT_MOTO,CRITERIOBR,RENDA_FA
123513,501,Mutinga,-23.50572899229458,-46.770595946039464,-23.50502205350587,-46.76366391025216,24/06/2018,6,14:00:00,501,Mutinga,-23.50502205350587,-46.76366391025216,14:09:00,540,44,1,4,15,15,0,0,0,505.13491500000003,3,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.50502205350587,-46.76366391025216,0.0,0.0,2,2,3,1,0,0,6,1429.39
123815,495,Jardim Veloso,-23.545752502574814,-46.79631315030275,-23.55333628408249,-46.76328944889348,5/10/2018,4,21:30:00,491,Bussocaba City,-23.55333628408249,-46.76328944889348,22:00:00,1800,45,1,4,15,15,0,0,0,272.413783,10,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,3,1,0,0,4,970.0
123828,495,Jardim Veloso,-23.554805742945558,-46.80208796203277,-23.571439941240484,-46.8050774925403,29/08/2017,1,18:00:00,493,Recanto das Rosas,-23.571439941240484,-46.8050774925403,18:15:00,900,43,1,4,15,15,0,0,0,117.357367,3,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.554805742945558,-46.80208796203277,0.0,0.0,7,2,3,2,1,0,3,4400.0
123930,495,Jardim Veloso,-23.560402540379815,-46.79364223556208,-23.560402540379815,-46.79364223556208,15/04/2018,6,08:00:00,485,Carapicuíba,-23.521093889642383,-46.82949806513267,08:30:00,1800,18,1,4,15,15,0,0,0,378.289292,8,3,0.0,0.0,0.0,0.0,0.0,0.0,-23.521093889642383,-46.82949806513267,0.0,0.0,2,2,3,1,0,0,4,2588.93
124236,497,Jardim Piratininga,-23.512293193842893,-46.806796438362575,-23.512293193842893,-46.806796438362575,30/06/2018,5,06:30:00,490,Vila Yara,-23.53113382660638,-46.76151454605552,07:00:00,1800,48,1,4,15,15,0,0,0,39.072897999999995,8,3,0.0,0.0,0.0,0.0,0.0,0.0,-23.53113382660638,-46.76151454605552,0.0,0.0,1,2,3,3,1,1,3,6000.0
124543,497,Jardim Piratininga,-23.518822400859907,-46.790326610280864,-23.518822400859907,-46.790326610280864,19/08/2018,6,20:00:00,497,Jardim Piratininga,-23.519815301775015,-46.7903596262896,20:03:00,180,19,1,4,15,15,0,0,0,31.270926,8,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,3,1,1,0,3,3579.58
124544,497,Jardim Piratininga,-23.519815301775015,-46.7903596262896,-23.518822400859907,-46.790326610280864,19/08/2018,6,22:30:00,497,Jardim Piratininga,-23.518822400859907,-46.790326610280864,22:33:00,180,19,1,4,15,15,0,0,0,31.270926,7,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,3,1,1,0,3,3579.58
124637,220,Santa Marcelina,-23.564658575185618,-46.48135307551627,-23.564658575185618,-46.48135307551627,20/04/2018,4,07:00:00,16,Brás,-23.551793596074884,-46.61954355180431,08:00:00,3600,52,1,4,15,15,0,0,0,267.15331499999996,8,2,0.0,0.0,0.0,0.0,0.0,0.0,-23.551793596074884,-46.61954355180431,0.0,0.0,7,1,3,1,0,0,4,3044.22
124864,414,Biritiba-Mirim,-23.5644015984215,-46.04105340676124,-23.5644015984215,-46.04105340676124,6/11/2017,0,06:40:00,414,Biritiba-Mirim,-23.583180324750575,-46.01762415419537,07:00:00,1200,45,1,4,15,15,0,0,0,215.730295,8,1,0.0,0.0,0.0,0.0,0.0,0.0,-23.5644015984215,-46.04105340676124,0.0,0.0,1,2,3,1,0,0,6,2000.0
124865,414,Biritiba-Mirim,-23.583180324750575,-46.01762415419537,-23.5644015984215,-46.04105340676124,6/11/2017,0,17:00:00,414,Biritiba-Mirim,-23.5644015984215,-46.04105340676124,17:20:00,1200,45,1,4,15,15,0,0,0,215.730295,1,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.5644015984215,-46.04105340676124,0.0,0.0,1,2,3,1,0,0,6,2000.0
124977,414,Biritiba-Mirim,-23.564201988611856,-46.03306649477455,-23.564201988611856,-46.03306649477455,10/09/2018,0,07:10:00,414,Biritiba-Mirim,-23.570508739058823,-46.03675104421252,07:55:00,2700,41,1,4,15,15,0,0,0,215.730295,8,2,0.0,0.0,0.0,0.0,0.0,0.0,-23.570508739058823,-46.03675104421252,0.0,0.0,7,1,1,2,1,0,5,1700.0
124978,414,Biritiba-Mirim,-23.570508739058823,-46.03675104421252,-23.564201988611856,-46.03306649477455,10/09/2018,0,15:00:00,414,Biritiba-Mirim,-23.564201988611856,-46.03306649477455,15:50:00,3000,41,1,4,15,15,0,0,0,215.730295,2,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.570508739058823,-46.03675104421252,0.0,0.0,7,1,3,2,1,0,5,1700.0
125049,414,Biritiba-Mirim,-23.57211274899409,-46.0413493563411,-23.57211274899409,-46.0413493563411,18/05/2018,4,13:00:00,414,Biritiba-Mirim,-23.584311669948235,-46.043140895111385,13:40:00,2400,47,1,4,15,15,0,0,0,376.42089599999997,8,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,4,2,1,0,4,0.0
125050,414,Biritiba-Mirim,-23.584311669948235,-46.043140895111385,-23.57211274899409,-46.0413493563411,18/05/2018,4,14:05:00,414,Biritiba-Mirim,-23.616510716454055,-46.04300355977139,14:30:00,1500,47,1,4,15,15,0,0,0,376.42089599999997,9,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,4,2,1,0,4,0.0
125051,414,Biritiba-Mirim,-23.616510716454055,-46.04300355977139,-23.57211274899409,-46.0413493563411,18/05/2018,4,15:00:00,414,Biritiba-Mirim,-23.57211274899409,-46.0413493563411,15:50:00,3000,47,1,4,15,15,0,0,0,376.42089599999997,9,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,3,2,1,0,4,0.0
125081,414,Biritiba-Mirim,-23.585080446346304,-46.04298038040739,-23.585080446346304,-46.04298038040739,9/05/2018,2,14:00:00,414,Biritiba-Mirim,-23.573168133966753,-46.038849232566854,14:10:00,600,13,1,4,15,15,0,0,0,285.927457,8,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2,4,5,1,2,3,8400.0
125082,414,Biritiba-Mirim,-23.573168133966753,-46.038849232566854,-23.585080446346304,-46.04298038040739,9/05/2018,2,16:00:00,414,Biritiba-Mirim,-23.585080446346304,-46.04298038040739,16:10:00,600,13,1,4,15,15,0,0,0,285.927457,7,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2,4,5,1,2,3,8400.0
125142,414,Biritiba-Mirim,-23.561421347963055,-46.01506581926514,-23.54086862809145,-45.95895133695911,27/10/2017,4,08:00:00,415,Salesópolis,-23.505364013172994,-45.94712769191545,09:00:00,3600,55,2,4,15,15,0,0,0,47.052611,3,3,0.0,0.0,0.0,0.0,0.0,0.0,-23.561421347963055,-46.01506581926514,-23.505364013172994,-45.94712769191545,3,2,3,2,0,0,5,1774.01
125143,414,Biritiba-Mirim,-23.551987551848793,-45.973394682755185,-23.54049491487688,-45.960966677375595,28/10/2017,5,16:10:00,415,Salesópolis,-23.54049491487688,-45.960966677375595,16:30:00,1200,40,1,4,15,15,0,0,0,47.052611,1,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.54049491487688,-45.960966677375595,0.0,0.0,1,2,3,1,0,0,4,2588.93
125145,414,Biritiba-Mirim,-23.553723166163522,-45.97891355280279,-23.54071826355384,-45.95990049531285,20/04/2018,4,16:30:00,415,Salesópolis,-23.54071826355384,-45.95990049531285,16:45:00,900,48,1,4,15,15,0,0,0,47.052611,1,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.553723166163522,-45.97891355280279,0.0,0.0,1,2,3,1,1,0,4,954.0
125513,261,Jardim Colorado,-23.584327934074846,-46.52884053906909,-23.584327934074846,-46.52884053906909,18/04/2018,2,07:00:00,261,Jardim Colorado,-23.585120608038533,-46.52537134887714,07:05:00,300,50,1,4,15,15,0,0,0,388.824389,8,1,0.0,0.0,0.0,0.0,0.0,0.0,-23.584327934074846,-46.52884053906909,0.0,0.0,1,2,4,1,0,0,6,1680.76
125514,261,Jardim Colorado,-23.585120608038533,-46.52537134887714,-23.584327934074846,-46.52884053906909,18/04/2018,2,19:00:00,261,Jardim Colorado,-23.584327934074846,-46.52884053906909,19:05:00,300,50,1,4,15,15,0,0,0,388.824389,1,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.584327934074846,-46.52884053906909,0.0,0.0,1,2,3,1,0,0,6,1680.76
125616,433,Parque do Pedroso,-23.69747563919258,-46.497911308772196,-23.69747563919258,-46.497911308772196,29/11/2017,2,17:20:00,422,Santo André,-23.656800730649984,-46.534044488863174,18:30:00,4200,52,1,4,15,15,0,0,0,740.297128,8,3,0.0,0.0,0.0,0.0,0.0,0.0,-23.656800730649984,-46.534044488863174,0.0,0.0,2,2,3,0,0,0,5,2200.0
125650,433,Parque do Pedroso,-23.698283917782824,-46.49744000231203,-23.698283917782824,-46.49744000231203,30/11/2017,3,06:00:00,431,Jardim do Estádio,-23.661540825324376,-46.51762918412801,06:50:00,3000,36,1,4,15,15,0,0,0,1545.652664,8,3,0.0,0.0,0.0,0.0,0.0,0.0,-23.661540825324376,-46.51762918412801,0.0,0.0,2,2,4,1,0,0,5,1000.0
125826,462,Parque Pinheiros,-23.627751043335774,-46.79479365447535,-23.627751043335774,-46.79479365447535,21/03/2018,2,16:00:00,99,Lapa de Baixo,-23.51291142737626,-46.693979896398005,17:15:00,4500,17,1,4,15,15,0,0,0,631.551977,8,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,3,1,0,0,5,2323.9
125929,462,Parque Pinheiros,-23.62348942821705,-46.79553918640849,-23.62348942821705,-46.79553918640849,29/03/2018,3,07:00:00,462,Parque Pinheiros,-23.623079431002587,-46.78960449505871,07:10:00,600,53,1,4,15,15,0,0,0,706.998516,8,3,0.0,0.0,0.0,0.0,0.0,0.0,-23.623079431002587,-46.78960449505871,0.0,0.0,1,2,3,1,0,0,5,1774.01
125930,462,Parque Pinheiros,-23.623079431002587,-46.78960449505871,-23.62348942821705,-46.79553918640849,29/03/2018,3,17:50:00,462,Parque Pinheiros,-23.62348942821705,-46.79553918640849,18:00:00,600,53,1,4,15,15,0,0,0,706.998516,3,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.623079431002587,-46.78960449505871,0.0,0.0,1,2,3,1,0,0,5,1774.01
126258,126,Itaberaba,-23.4844258805788,-46.691060470088146,-23.47362235384861,-46.66283667335816,15/11/2017,2,17:00:00,141,Cachoeirinha,-23.47362235384861,-46.66283667335816,17:30:00,1800,55,1,4,15,15,0,0,0,770.062452,1,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.47362235384861,-46.66283667335816,0.0,0.0,8,1,3,1,0,0,4,1900.0
126300,416,Guararema,-23.411755332014394,-46.03543188087319,-23.411755332014394,-46.03543188087319,22/02/2018,3,08:00:00,416,Guararema,-23.41263083372395,-46.03142611832043,08:05:00,300,20,2,4,15,15,0,0,0,569.2726759999999,8,3,0.0,0.0,0.0,0.0,0.0,0.0,-23.41263083372395,-46.03142611832043,0.0,0.0,1,2,3,1,0,0,5,2126.0
126301,416,Guararema,-23.41263083372395,-46.03142611832043,-23.411755332014394,-46.03543188087319,22/02/2018,3,16:30:00,416,Guararema,-23.411755332014394,-46.03543188087319,16:35:00,300,20,2,4,15,15,0,0,0,569.2726759999999,3,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.41263083372395,-46.03142611832043,0.0,0.0,1,2,3,1,0,0,5,2126.0
126330,416,Guararema,-23.420827645759907,-46.02520617146433,-23.420827645759907,-46.02520617146433,9/09/2018,6,07:00:00,416,Guararema,-23.41626666702994,-46.02518080735643,07:05:00,300,34,1,4,15,15,0,0,0,304.887388,8,2,0.0,0.0,0.0,0.0,0.0,0.0,-23.41626666702994,-46.02518080735643,0.0,0.0,1,2,3,2,1,0,3,2500.0
126331,416,Guararema,-23.41626666702994,-46.02518080735643,-23.420827645759907,-46.02520617146433,9/09/2018,6,17:00:00,416,Guararema,-23.420827645759907,-46.02520617146433,17:05:00,300,34,1,4,15,15,0,0,0,304.887388,2,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.41626666702994,-46.02518080735643,0.0,0.0,1,2,3,2,1,0,3,2500.0
126332,416,Guararema,-23.31481450964942,-46.10938522464687,-23.31481450964942,-46.10938522464687,18/04/2018,2,15:45:00,416,Guararema,-23.325633078572736,-46.132341114484746,16:05:00,1200,37,1,4,15,15,0,0,0,294.966537,8,1,0.0,0.0,0.0,0.0,0.0,0.0,-23.325633078572736,-46.132341114484746,0.0,0.0,1,2,3,1,0,0,4,2732.58
126333,416,Guararema,-23.325633078572736,-46.132341114484746,-23.31481450964942,-46.10938522464687,18/04/2018,2,01:00:00,416,Guararema,-23.31481450964942,-46.10938522464687,01:20:00,1200,37,1,4,15,15,0,0,0,294.966537,1,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.325633078572736,-46.132341114484746,0.0,0.0,1,2,3,1,0,0,4,2732.58
126359,416,Guararema,-23.343067124408805,-46.146877410093225,-23.343067124408805,-46.146877410093225,22/04/2018,6,06:20:00,410,Itapeti,-23.50166488130745,-46.19011111534457,08:00:00,6000,45,1,4,15,15,0,0,0,294.966537,8,1,0.0,0.0,0.0,0.0,0.0,0.0,-23.50166488130745,-46.19011111534457,0.0,0.0,2,2,3,2,0,0,4,3900.0
126424,416,Guararema,-23.406906802288837,-46.01591929237709,-23.406906802288837,-46.01591929237709,17/04/2018,1,06:45:00,416,Guararema,-23.413051776125492,-46.03877926561496,07:00:00,900,17,1,4,15,15,0,0,0,765.2538910000001,8,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,3,2,0,0,4,3044.22
126425,416,Guararema,-23.413051776125492,-46.03877926561496,-23.406906802288837,-46.01591929237709,17/04/2018,1,12:15:00,416,Guararema,-23.406906802288837,-46.01591929237709,12:30:00,900,17,1,4,15,15,0,0,0,765.2538910000001,4,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,3,2,0,0,4,3044.22
126426,416,Guararema,-23.406906802288837,-46.01591929237709,-23.406906802288837,-46.01591929237709,17/04/2018,1,06:45:00,416,Guararema,-23.413051776125492,-46.03877926561496,07:00:00,900,16,2,4,15,15,0,0,0,765.2538910000001,8,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,3,2,0,0,4,3044.22
126427,416,Guararema,-23.413051776125492,-46.03877926561496,-23.406906802288837,-46.01591929237709,17/04/2018,1,12:15:00,416,Guararema,-23.406906802288837,-46.01591929237709,12:30:00,900,16,2,4,15,15,0,0,0,765.2538910000001,4,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,3,2,0,0,4,3044.22
126690,244,Vila Heliópolis,-23.614753939873207,-46.588867638661135,-23.614753939873207,-46.588867638661135,14/04/2018,5,04:30:00,242,Vila Carioca,-23.603177729107408,-46.59056057285962,04:40:00,600,30,1,4,15,15,0,0,0,1382.626088,8,1,0.0,0.0,0.0,0.0,0.0,0.0,-23.603177729107408,-46.59056057285962,0.0,0.0,2,2,3,1,0,0,5,1400.0
127199,325,Pirajussara,-23.630199392097857,-46.77032519376537,-23.618407718287838,-46.77100947772427,10/05/2018,3,21:00:00,460,Taboão da Serra,-23.618407718287838,-46.77100947772427,21:40:00,2400,41,1,4,15,15,0,0,0,488.487492,3,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.618407718287838,-46.77100947772427,0.0,0.0,2,2,3,1,1,0,3,3100.0
127499,272,Jardim Aeroporto,-23.640551948054586,-46.658871557686936,-23.640551948054586,-46.658871557686936,30/05/2018,2,17:00:00,59,Saúde,-23.62673790075045,-46.641702660036835,17:12:00,720,63,1,4,15,15,0,0,0,113.771638,8,3,0.0,0.0,0.0,0.0,0.0,0.0,-23.62673790075045,-46.641702660036835,0.0,0.0,2,2,3,1,0,0,4,1700.0
127775,378,Pimentas,-23.45469334432342,-46.454193065882286,-23.462097738409522,-46.56979617545453,7/08/2018,1,22:00:00,156,Jaçanã,-23.462097738409522,-46.56979617545453,22:30:00,1800,16,1,4,15,15,0,0,0,434.80644400000006,4,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,3,1,1,0,4,800.0
127776,378,Pimentas,-23.45469334432342,-46.454193065882286,-23.462097738409522,-46.56979617545453,7/08/2018,1,12:30:00,156,Jaçanã,-23.462097738409522,-46.56979617545453,13:00:00,1800,17,1,4,15,15,0,0,0,434.80644400000006,4,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,3,1,1,0,4,800.0
127783,378,Pimentas,-23.471055762729225,-46.441723637188005,-23.51176785127706,-46.437740079593034,14/04/2018,5,06:00:00,196,Saudade,-23.51176785127706,-46.437740079593034,07:00:00,3600,34,1,4,15,15,0,0,0,489.938079,1,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.471055762729225,-46.441723637188005,0.0,0.0,1,2,3,1,0,0,5,2201.73
127896,378,Pimentas,-23.45835350918105,-46.45874591480146,-23.45835350918105,-46.45874591480146,21/06/2018,3,05:00:00,366,Ponte Grande,-23.478964715127763,-46.530971637621214,06:00:00,3600,50,1,4,15,15,0,0,0,390.489116,8,1,0.0,0.0,0.0,0.0,0.0,0.0,-23.478964715127763,-46.530971637621214,0.0,0.0,4,2,3,1,1,0,3,3391.41
128171,139,Jardim Primavera,-23.49548650372279,-46.68368205466936,-23.49548650372279,-46.68368205466936,30/06/2018,5,09:30:00,137,Parque Peruche,-23.4917833890709,-46.65594647403374,09:45:00,900,32,1,4,15,15,0,0,0,150.49383899999998,8,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,4,1,0,0,4,0.0
128193,139,Jardim Primavera,-23.483350315383966,-46.675264974875944,-23.483350315383966,-46.675264974875944,6/05/2018,6,12:30:00,30,Higienópolis,-23.54526756985636,-46.651894601961516,13:40:00,4200,41,1,4,15,15,0,0,0,380.501735,8,3,0.0,0.0,0.0,0.0,0.0,0.0,-23.54526756985636,-46.651894601961516,0.0,0.0,2,1,3,1,0,0,5,1900.0
128411,454,Reservatório Billings,-23.734457419300888,-46.596966514741936,-23.734457419300888,-46.596966514741936,2/03/2018,4,07:00:00,457,Piraporinha,-23.706475726540233,-46.59317360578599,07:15:00,900,19,1,4,15,15,0,0,0,572.44216,8,2,0.0,0.0,0.0,0.0,0.0,0.0,-23.706475726540233,-46.59317360578599,0.0,0.0,1,2,3,1,0,0,6,1700.0
128412,454,Reservatório Billings,-23.71728137432654,-46.59176503360177,-23.71728137432654,-46.59176503360177,27/02/2018,1,07:20:00,454,Reservatório Billings,-23.72131754086032,-46.60403502406629,08:00:00,2400,22,1,4,15,15,0,0,0,600.6033309999999,8,1,0.0,0.0,0.0,0.0,0.0,0.0,-23.72131754086032,-46.60403502406629,0.0,0.0,8,2,3,1,0,0,5,2085.99
128413,454,Reservatório Billings,-23.72131754086032,-46.60403502406629,-23.71728137432654,-46.59176503360177,27/02/2018,1,18:00:00,454,Reservatório Billings,-23.71728137432654,-46.59176503360177,18:40:00,2400,22,1,4,15,15,0,0,0,600.6033309999999,1,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.72131754086032,-46.60403502406629,0.0,0.0,8,2,3,1,0,0,5,2085.99
128634,454,Reservatório Billings,-23.77478041570312,-46.58790149123482,-23.77478041570312,-46.58790149123482,12/05/2018,5,18:45:00,452,Riacho Grande,-23.755258291315368,-46.576323301633764,19:00:00,900,17,1,4,15,15,0,0,0,417.936996,8,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,3,2,1,1,2,5513.75
128635,454,Reservatório Billings,-23.77478041570312,-46.58790149123482,-23.77478041570312,-46.58790149123482,12/05/2018,5,18:45:00,452,Riacho Grande,-23.755258291315368,-46.576323301633764,19:00:00,900,15,2,4,15,15,0,0,0,417.936996,8,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,3,2,1,1,2,5513.75
128734,454,Reservatório Billings,-23.7518764926451,-46.59173413078543,-23.7518764926451,-46.59173413078543,6/04/2018,4,05:15:00,458,Vila Conceição,-23.69800145211074,-46.610996845467284,06:00:00,2700,65,1,4,15,15,0,0,0,1132.46045,8,1,0.0,0.0,0.0,0.0,0.0,0.0,-23.69800145211074,-46.610996845467284,0.0,0.0,2,2,3,1,1,0,5,2085.99
128834,458,Vila Conceição,-23.69800145211074,-46.610996845467284,-23.7518764926451,-46.59173413078543,6/04/2018,4,17:00:00,454,Reservatório Billings,-23.7518764926451,-46.59173413078543,17:50:00,3000,65,1,4,15,15,0,0,0,1132.46045,1,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.69800145211074,-46.610996845467284,0.0,0.0,2,2,3,1,1,0,5,2085.99
129022,277,Cupecê,-23.650160869101782,-46.67223607486739,-23.625221512339216,-46.67709402428086,11/05/2018,4,04:55:00,268,Joaquim Nabuco,-23.625221512339216,-46.67709402428086,05:10:00,900,33,1,4,15,15,0,0,0,66.958224,3,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.650160869101782,-46.67223607486739,0.0,0.0,1,1,3,2,0,0,5,2700.0
129444,420,Santo Antônio,-23.621593541627224,-46.57789485866317,-23.621593541627224,-46.57789485866317,10/05/2018,3,06:50:00,419,Estrada das Lágrimas,-23.637399469092887,-46.57762359368239,07:00:00,600,17,1,4,15,15,0,0,0,39.040178000000004,8,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2,4,1,0,0,6,950.0
129467,420,Santo Antônio,-23.63300989282115,-46.58036445222557,-23.650436333818547,-46.55737992411344,31/10/2017,1,18:00:00,425,Sacadura Cabral,-23.650436333818547,-46.55737992411344,18:30:00,1800,30,1,4,15,15,0,0,0,422.039267,2,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.63300989282115,-46.58036445222557,0.0,0.0,1,2,3,0,1,0,5,2201.73
129527,515,Amador Bueno,-23.548619300772508,-46.95538245325736,-23.574192904108735,-46.98858696937212,23/06/2018,5,19:00:00,513,Quatro Encruzilhadas,-23.574192904108735,-46.98858696937212,20:00:00,3600,47,1,4,15,15,0,0,0,92.372888,3,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.548619300772508,-46.95538245325736,0.0,0.0,4,2,3,1,0,0,5,1976.34
129788,515,Amador Bueno,-23.565063492961258,-46.94081543448584,-23.565063492961258,-46.94081543448584,4/05/2018,4,12:00:00,514,Itapevi,-23.551327676803506,-46.93738152570851,12:15:00,900,18,1,4,15,15,0,0,0,488.208356,8,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,3,1,0,0,5,1200.0
130308,428,Vila Lucinda,-23.63369175492987,-46.50732962161383,-23.621671779620034,-46.50549646221036,8/09/2017,4,22:50:00,259,Vila Cardoso Franco,-23.621671779620034,-46.50549646221036,23:00:00,600,18,1,4,15,15,0,0,0,314.077631,4,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.58176624823944,-46.657122566256575,0.0,0.0,1,2,6,1,2,0,2,3200.0
130544,298,Parelheiros,-23.772824419817823,-46.71991584934801,-23.743688433190524,-46.68022623514131,23/06/2018,5,15:30:00,293,Grajaú,-23.743688433190524,-46.68022623514131,15:50:00,1200,20,1,4,15,15,0,0,0,1710.223829,2,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.772824419817823,-46.71991584934801,0.0,0.0,7,2,3,2,2,0,2,2900.0
131104,298,Parelheiros,-23.768824847550764,-46.71580135795268,-23.768824847550764,-46.71580135795268,29/05/2018,1,08:00:00,302,Santo Amaro,-23.658456244030578,-46.70321176192681,08:50:00,3000,34,1,4,15,15,0,0,0,362.42765099999997,8,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,5,1,0,1,5,2085.99
131404,452,Riacho Grande,-23.755258291315368,-46.576323301633764,-23.77478041570312,-46.58790149123482,12/05/2018,5,22:50:00,454,Reservatório Billings,-23.77478041570312,-46.58790149123482,23:05:00,900,17,1,4,15,15,0,0,0,417.936996,4,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,3,2,1,1,2,5513.75
131405,452,Riacho Grande,-23.755258291315368,-46.576323301633764,-23.77478041570312,-46.58790149123482,12/05/2018,5,22:50:00,454,Reservatório Billings,-23.77478041570312,-46.58790149123482,23:05:00,900,15,2,4,15,15,0,0,0,417.936996,4,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,3,2,1,1,2,5513.75
131571,196,Saudade,-23.52102238472786,-46.431112275134865,-23.52102238472786,-46.431112275134865,14/03/2018,2,11:00:00,202,Jardim Robru,-23.52225361982912,-46.417952817863124,11:15:00,900,38,1,4,15,15,0,0,0,489.938079,8,10,0.0,0.0,0.0,0.0,0.0,0.0,-23.52102238472786,-46.431112275134865,0.0,0.0,1,2,4,3,0,0,3,3000.0
131583,196,Saudade,-23.51176785127706,-46.437740079593034,-23.51176785127706,-46.437740079593034,14/04/2018,5,21:00:00,378,Pimentas,-23.471055762729225,-46.441723637188005,22:00:00,3600,34,1,4,15,15,0,0,0,489.938079,8,1,0.0,0.0,0.0,0.0,0.0,0.0,-23.471055762729225,-46.441723637188005,0.0,0.0,5,2,3,1,0,0,5,2201.73
132192,508,Cotia,-23.61365919700564,-46.915347800260726,-23.66836793420037,-47.04183625450719,11/05/2018,4,14:30:00,511,Caucaia do Alto,-23.66836793420037,-47.04183625450719,15:30:00,3600,44,1,4,15,15,0,0,0,611.9126259999999,3,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.61365919700564,-46.915347800260726,0.0,0.0,2,2,3,1,0,0,5,1872.44
132344,296,Bororé,-23.8300514118305,-46.6734939435494,-23.8300514118305,-46.6734939435494,24/11/2017,4,06:40:00,296,Bororé,-23.811371224620405,-46.67740597443807,07:00:00,1200,22,1,4,15,15,0,0,0,371.081904,8,3,0.0,0.0,0.0,0.0,0.0,0.0,-23.811371224620405,-46.67740597443807,0.0,0.0,1,2,3,1,0,0,6,1592.4
132345,296,Bororé,-23.811371224620405,-46.67740597443807,-23.8300514118305,-46.6734939435494,24/11/2017,4,16:00:00,296,Bororé,-23.8300514118305,-46.6734939435494,16:20:00,1200,22,1,4,15,15,0,0,0,371.081904,3,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.811371224620405,-46.67740597443807,0.0,0.0,1,2,3,1,0,0,6,1592.4
132617,467,Ressaca,-23.680435440142624,-46.861642954865616,-23.68881133747928,-46.87016442324648,18/05/2018,4,16:30:00,470,Embu-Mirim,-23.68881133747928,-46.87016442324648,17:10:00,2400,32,1,4,15,15,0,0,0,159.209922,7,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.68881133747928,-46.87016442324648,0.0,0.0,4,2,3,1,0,0,6,800.0
